orderNumber,orderLineNumber,productLine,productCode,productName,productScale,buyPrice,MSRP,quantityOrdered,priceEach,orderDate,requiredDate,shippedDate,OrderStatus,daysEarly
10358,3,"Classic Cars",S700_2824,"1982 Camaro Z28",1:18,46.53,101.15,27,85.98,2004-12-10,2004-12-16,2004-12-16,Shipped,0
10359,6,"Classic Cars",S10_4757,"1972 Alfa Romeo GTA",1:10,85.68,136.00,48,122.40,2004-12-15,2004-12-23,2004-12-18,Shipped,5
10359,8,"Classic Cars",S12_1108,"2001 Ferrari Enzo",1:12,95.59,207.80,42,180.79,2004-12-15,2004-12-23,2004-12-18,Shipped,5
10359,5,"Classic Cars",S12_3891,"1969 Ford Falcon",1:12,83.05,173.02,49,162.64,2004-12-15,2004-12-23,2004-12-18,Shipped,5
10359,7,"Classic Cars",S24_4048,"1992 Porsche Cayenne Turbo Silver",1:24,69.78,118.28,22,108.82,2004-12-15,2004-12-23,2004-12-18,Shipped,5
10359,3,"Trucks and Buses",S32_2509,"1954 Greyhound Scenicruiser",1:32,25.98,54.11,36,45.45,2004-12-15,2004-12-23,2004-12-18,Shipped,5
10359,1,Trains,S32_3207,"1950's Chicago Surface Lines Streetcar",1:32,26.72,62.14,22,62.14,2004-12-15,2004-12-23,2004-12-18,Shipped,5
10359,2,"Trucks and Buses",S50_1392,"Diamond T620 Semi-Skirted Tanker",1:50,68.29,115.75,46,99.55,2004-12-15,2004-12-23,2004-12-18,Shipped,5
10359,4,Trains,S50_1514,"1962 City of Detroit Streetcar",1:50,37.49,58.58,25,47.45,2004-12-15,2004-12-23,2004-12-18,Shipped,5
10360,12,Planes,S18_1662,"1980s Black Hawk Helicopter",1:18,77.27,157.69,50,126.15,2004-12-16,2004-12-22,2004-12-18,Shipped,4
10360,13,Planes,S18_2581,"P-51-D Mustang",1:72,49.00,84.48,41,68.43,2004-12-16,2004-12-22,2004-12-18,Shipped,4
10360,14,Ships,S18_3029,"1999 Yamaha Speed Boat",1:18,51.61,86.02,46,71.40,2004-12-16,2004-12-22,2004-12-18,Shipped,4
10360,8,"Vintage Cars",S18_3140,"1903 Ford Model A",1:18,68.30,136.59,29,122.93,2004-12-16,2004-12-22,2004-12-18,Shipped,4
10360,18,Trains,S18_3259,"Collectable Wooden Train",1:18,67.56,100.84,29,94.79,2004-12-16,2004-12-22,2004-12-18,Shipped,4
10360,15,"Vintage Cars",S18_3856,"1941 Chevrolet Special Deluxe Cabriolet",1:18,64.58,105.87,40,101.64,2004-12-16,2004-12-22,2004-12-18,Shipped,4
10360,1,"Vintage Cars",S18_4522,"1904 Buick Runabout",1:18,52.66,87.77,40,76.36,2004-12-16,2004-12-22,2004-12-18,Shipped,4
10360,17,Planes,S24_1785,"1928 British Royal Navy Airplane",1:24,66.74,109.42,22,106.14,2004-12-16,2004-12-22,2004-12-18,Shipped,4
10360,2,Ships,S24_2011,"18th century schooner",1:24,82.34,122.89,31,100.77,2004-12-16,2004-12-22,2004-12-18,Shipped,4
10360,16,Planes,S24_2841,"1900s Vintage Bi-Plane",1:24,34.25,68.51,49,55.49,2004-12-16,2004-12-22,2004-12-18,Shipped,4
10360,3,"Vintage Cars",S24_3151,"1912 Ford Model T Delivery Wagon",1:24,46.91,88.51,36,70.81,2004-12-16,2004-12-22,2004-12-18,Shipped,4
10360,4,"Vintage Cars",S24_3816,"1940 Ford Delivery Sedan",1:24,48.64,83.86,22,78.83,2004-12-16,2004-12-22,2004-12-18,Shipped,4
10360,5,Ships,S700_1138,"The Schooner Bluenose",1:700,34.00,66.67,32,64.67,2004-12-16,2004-12-22,2004-12-18,Shipped,4
10360,6,Ships,S700_1938,"The Mayflower",1:700,43.30,86.61,26,86.61,2004-12-16,2004-12-22,2004-12-18,Shipped,4
10360,7,Ships,S700_2610,"The USS Constitution Ship",1:700,33.97,72.28,30,70.11,2004-12-16,2004-12-22,2004-12-18,Shipped,4
10360,9,Ships,S700_3505,"The Titanic",1:700,51.09,100.17,35,83.14,2004-12-16,2004-12-22,2004-12-18,Shipped,4
10360,10,Ships,S700_3962,"The Queen Mary",1:700,53.63,99.31,31,92.36,2004-12-16,2004-12-22,2004-12-18,Shipped,4
10360,11,Ships,S72_3212,"Pont Yacht",1:72,33.30,54.60,31,54.05,2004-12-16,2004-12-22,2004-12-18,Shipped,4
10361,13,Motorcycles,S10_1678,"1969 Harley Davidson Ultimate Chopper",1:10,48.81,95.70,20,92.83,2004-12-17,2004-12-24,2004-12-20,Shipped,4
10361,8,Motorcycles,S10_2016,"1996 Moto Guzzi 1100i",1:10,68.99,118.94,26,114.18,2004-12-17,2004-12-24,2004-12-20,Shipped,4
10361,6,"Vintage Cars",S24_3420,"1937 Horch 930V Limousine",1:24,26.30,65.75,34,62.46,2004-12-17,2004-12-24,2004-12-20,Shipped,4
10361,7,Planes,S24_3949,"Corsair F4U ( Bird Cage)",1:24,29.34,68.24,26,61.42,2004-12-17,2004-12-24,2004-12-20,Shipped,4
10361,1,Planes,S24_4278,"1900s Vintage Tri-Plane",1:24,36.23,72.45,25,68.83,2004-12-17,2004-12-24,2004-12-20,Shipped,4
10361,2,"Vintage Cars",S32_4289,"1928 Ford Phaeton Deluxe",1:32,33.02,68.79,49,56.41,2004-12-17,2004-12-24,2004-12-20,Shipped,4
10361,3,"Vintage Cars",S50_1341,"1930 Buick Marquette Phaeton",1:50,27.06,43.64,33,35.78,2004-12-17,2004-12-24,2004-12-20,Shipped,4
10361,4,Planes,S700_1691,"American Airlines: B767-300",1:700,51.15,91.34,20,88.60,2004-12-17,2004-12-24,2004-12-20,Shipped,4
10361,14,Ships,S700_2047,"HMS Bounty",1:700,39.83,90.52,24,85.99,2004-12-17,2004-12-24,2004-12-20,Shipped,4
10361,9,Planes,S700_2466,"America West Airlines B757-200",1:700,68.80,99.72,26,91.74,2004-12-17,2004-12-24,2004-12-20,Shipped,4
10361,5,Planes,S700_2834,"ATA: B757-300",1:700,59.33,118.65,44,107.97,2004-12-17,2004-12-24,2004-12-20,Shipped,4
10361,10,Planes,S700_3167,"F/A 18 Hornet 1/72",1:72,54.40,80.00,44,76.80,2004-12-17,2004-12-24,2004-12-20,Shipped,4
10361,11,Planes,S700_4002,"American Airlines: MD-11S",1:700,36.27,74.03,35,62.19,2004-12-17,2004-12-24,2004-12-20,Shipped,4
10361,12,Planes,S72_1253,"Boeing X-32A JSF",1:72,32.77,49.66,23,47.67,2004-12-17,2004-12-24,2004-12-20,Shipped,4
10362,4,Motorcycles,S10_4698,"2003 Harley-Davidson Eagle Drag Bike",1:10,91.02,193.66,22,182.04,2005-01-05,2005-01-16,2005-01-10,Shipped,6
10362,1,Motorcycles,S12_2823,"2002 Suzuki XREO",1:12,66.27,150.62,22,131.04,2005-01-05,2005-01-16,2005-01-10,Shipped,6
10362,3,Motorcycles,S18_2625,"1936 Harley Davidson El Knucklehead",1:18,24.23,60.57,23,53.91,2005-01-05,2005-01-16,2005-01-10,Shipped,6
10362,2,Motorcycles,S24_1578,"1997 BMW R 1100 S",1:24,60.86,112.70,50,91.29,2005-01-05,2005-01-16,2005-01-10,Shipped,6
10363,3,"Classic Cars",S12_1099,"1968 Ford Mustang",1:12,95.34,194.57,33,180.95,2005-01-06,2005-01-12,2005-01-10,Shipped,2
10363,4,"Classic Cars",S12_3380,"1968 Dodge Charger",1:12,75.16,117.44,34,106.87,2005-01-06,2005-01-12,2005-01-10,Shipped,2
10363,5,"Classic Cars",S12_3990,"1970 Plymouth Hemi Cuda",1:12,31.92,79.80,34,68.63,2005-01-06,2005-01-12,2005-01-10,Shipped,2
10363,6,"Classic Cars",S12_4675,"1969 Dodge Charger",1:12,58.73,115.16,46,103.64,2005-01-06,2005-01-12,2005-01-10,Shipped,2
10363,7,"Classic Cars",S18_1889,"1948 Porsche 356-A Roadster",1:18,53.90,77.00,22,61.60,2005-01-06,2005-01-12,2005-01-10,Shipped,2
10363,10,"Classic Cars",S18_3278,"1969 Dodge Super Bee",1:18,49.05,80.41,46,69.15,2005-01-06,2005-01-12,2005-01-10,Shipped,2
10363,11,"Classic Cars",S18_3482,"1976 Ford Gran Torino",1:18,73.49,146.99,24,124.94,2005-01-06,2005-01-12,2005-01-10,Shipped,2
10363,12,Motorcycles,S18_3782,"1957 Vespa GS150",1:18,32.95,62.17,32,52.22,2005-01-06,2005-01-12,2005-01-10,Shipped,2
10363,13,"Classic Cars",S18_4721,"1957 Corvette Convertible",1:18,69.93,148.80,28,123.50,2005-01-06,2005-01-12,2005-01-10,Shipped,2
10363,8,Motorcycles,S24_2000,"1960 BSA Gold Star DBD34",1:24,37.32,76.17,21,70.08,2005-01-06,2005-01-12,2005-01-10,Shipped,2
10363,14,Motorcycles,S24_2360,"1982 Ducati 900 Monster",1:24,47.10,69.26,43,56.10,2005-01-06,2005-01-12,2005-01-10,Shipped,2
10363,15,"Classic Cars",S24_3371,"1971 Alpine Renault 1600s",1:24,38.58,61.23,21,52.05,2005-01-06,2005-01-12,2005-01-10,Shipped,2
10363,1,"Classic Cars",S24_3856,"1956 Porsche 356A Coupe",1:18,98.30,140.43,31,113.75,2005-01-06,2005-01-12,2005-01-10,Shipped,2
10363,9,"Classic Cars",S24_4620,"1961 Chevrolet Impala",1:18,32.33,80.84,43,75.99,2005-01-06,2005-01-12,2005-01-10,Shipped,2
10363,2,Motorcycles,S32_1374,"1997 BMW F650 ST",1:32,66.92,99.89,50,92.90,2005-01-06,2005-01-12,2005-01-10,Shipped,2
10364,1,Motorcycles,S32_2206,"1982 Ducati 996 R",1:32,24.14,40.23,48,38.22,2005-01-06,2005-01-17,2005-01-09,Shipped,8
10365,1,"Classic Cars",S18_1129,"1993 Mazda RX-7",1:18,83.51,141.54,30,116.06,2005-01-07,2005-01-18,2005-01-11,Shipped,7
10365,3,Motorcycles,S32_4485,"1974 Ducati 350 Mk3 Desmo",1:32,56.13,102.05,22,82.66,2005-01-07,2005-01-18,2005-01-11,Shipped,7
10365,2,Motorcycles,S50_4713,"2002 Yamaha YZR M1",1:50,34.17,81.36,44,68.34,2005-01-07,2005-01-18,2005-01-11,Shipped,7
10366,3,"Classic Cars",S18_1984,"1995 Honda Civic",1:18,93.89,142.25,34,116.65,2005-01-10,2005-01-19,2005-01-12,Shipped,7
10366,2,"Classic Cars",S18_2870,"1999 Indy 500 Monte Carlo SS",1:18,56.76,132.00,49,105.60,2005-01-10,2005-01-19,2005-01-12,Shipped,7
10366,1,"Classic Cars",S18_3232,"1992 Ferrari 360 Spider red",1:18,77.90,169.34,34,154.10,2005-01-10,2005-01-19,2005-01-12,Shipped,7
10367,1,"Classic Cars",S18_1589,"1965 Aston Martin DB5",1:18,65.96,124.44,49,105.77,2005-01-12,2005-01-21,2005-01-16,Resolved,5
10367,3,"Vintage Cars",S18_1749,"1917 Grand Touring Sedan",1:18,86.70,170.00,37,144.50,2005-01-12,2005-01-21,2005-01-16,Resolved,5
10367,4,"Vintage Cars",S18_2248,"1911 Ford Town Car",1:18,33.30,60.54,45,50.25,2005-01-12,2005-01-21,2005-01-16,Resolved,5
10367,5,"Vintage Cars",S18_2325,"1932 Model A Ford J-Coupe",1:18,58.48,127.13,27,124.59,2005-01-12,2005-01-21,2005-01-16,Resolved,5
10367,7,"Vintage Cars",S18_2795,"1928 Mercedes-Benz SSK",1:18,72.56,168.75,32,140.06,2005-01-12,2005-01-21,2005-01-16,Resolved,5
10367,6,"Classic Cars",S18_3685,"1948 Porsche Type 356 Roadster",1:18,62.16,141.28,46,131.39,2005-01-12,2005-01-21,2005-01-16,Resolved,5
10367,8,"Vintage Cars",S18_4409,"1932 Alfa Romeo 8C2300 Spider Sport",1:18,43.26,92.03,43,77.31,2005-01-12,2005-01-21,2005-01-16,Resolved,5
10367,9,"Classic Cars",S18_4933,"1957 Ford Thunderbird",1:18,34.21,71.27,44,66.99,2005-01-12,2005-01-21,2005-01-16,Resolved,5
10367,10,"Classic Cars",S24_1046,"1970 Chevy Chevelle SS 454",1:24,49.24,73.49,21,72.76,2005-01-12,2005-01-21,2005-01-16,Resolved,5
10367,11,"Classic Cars",S24_1628,"1966 Shelby Cobra 427 S/C",1:24,29.18,50.31,38,50.31,2005-01-12,2005-01-21,2005-01-16,Resolved,5
10367,13,"Vintage Cars",S24_1937,"1939 Chevrolet Deluxe Coupe",1:24,22.57,33.19,23,29.54,2005-01-12,2005-01-21,2005-01-16,Resolved,5
10367,12,"Vintage Cars",S24_2022,"1938 Cadillac V-16 Presidential Limousine",1:24,20.61,44.80,28,43.01,2005-01-12,2005-01-21,2005-01-16,Resolved,5
10367,2,"Classic Cars",S24_2972,"1982 Lamborghini Diablo",1:24,16.24,37.76,36,36.25,2005-01-12,2005-01-21,2005-01-16,Resolved,5
10368,2,"Classic Cars",S24_2766,"1949 Jaguar XK 120",1:24,47.25,90.87,40,73.60,2005-01-19,2005-01-27,2005-01-24,Shipped,3
10368,5,"Classic Cars",S24_2887,"1952 Citroen-15CV",1:24,72.82,117.44,31,115.09,2005-01-19,2005-01-27,2005-01-24,Shipped,3
10368,1,"Classic Cars",S24_3191,"1969 Chevrolet Camaro Z28",1:24,50.51,85.61,46,83.04,2005-01-19,2005-01-27,2005-01-24,Shipped,3
10368,4,"Classic Cars",S24_3432,"2002 Chevy Corvette",1:24,62.11,107.08,20,93.16,2005-01-19,2005-01-27,2005-01-24,Shipped,3
10368,3,"Vintage Cars",S24_3969,"1936 Mercedes Benz 500k Roadster",1:24,21.75,41.03,46,36.52,2005-01-19,2005-01-27,2005-01-24,Shipped,3
10369,2,"Classic Cars",S10_1949,"1952 Alpine Renault 1300",1:10,98.58,214.30,41,195.01,2005-01-20,2005-01-28,2005-01-24,Shipped,4
10369,8,"Vintage Cars",S18_1342,"1937 Lincoln Berline",1:18,60.62,102.74,44,89.38,2005-01-20,2005-01-28,2005-01-24,Shipped,4
10369,7,"Vintage Cars",S18_1367,"1936 Mercedes-Benz 500K Special Roadster",1:18,24.26,53.91,32,46.36,2005-01-20,2005-01-28,2005-01-24,Shipped,4
10369,1,"Vintage Cars",S18_2949,"1913 Ford Model T Speedster",1:18,60.78,101.31,42,100.30,2005-01-20,2005-01-28,2005-01-24,Shipped,4
10369,6,"Vintage Cars",S18_2957,"1934 Ford V8 Coupe",1:18,34.35,62.46,28,51.84,2005-01-20,2005-01-28,2005-01-24,Shipped,4
10369,5,"Vintage Cars",S18_3136,"18th Century Vintage Horse Carriage",1:18,60.74,104.72,21,90.06,2005-01-20,2005-01-28,2005-01-24,Shipped,4
10369,4,"Vintage Cars",S18_3320,"1917 Maxwell Touring Car",1:18,57.54,99.21,45,80.36,2005-01-20,2005-01-28,2005-01-24,Shipped,4
10369,3,"Vintage Cars",S24_4258,"1936 Chrysler Airflow",1:24,57.46,97.39,40,93.49,2005-01-20,2005-01-28,2005-01-24,Shipped,4
10370,4,"Classic Cars",S10_4962,"1962 LanciaA Delta 16V",1:10,103.42,147.74,35,128.53,2005-01-20,2005-02-01,2005-01-25,Shipped,76
10370,8,"Trucks and Buses",S12_1666,"1958 Setra Bus",1:12,77.90,136.67,49,128.47,2005-01-20,2005-02-01,2005-01-25,Shipped,76
10370,1,"Trucks and Buses",S18_1097,"1940 Ford Pickup Truck",1:18,58.33,116.67,27,100.34,2005-01-20,2005-02-01,2005-01-25,Shipped,76
10370,5,"Trucks and Buses",S18_2319,"1964 Mercedes Tour Bus",1:18,74.86,122.73,22,101.87,2005-01-20,2005-02-01,2005-01-25,Shipped,76
10370,7,"Trucks and Buses",S18_2432,"1926 Ford Fire Engine",1:18,24.92,60.77,22,60.16,2005-01-20,2005-02-01,2005-01-25,Shipped,76
10370,9,"Classic Cars",S18_3232,"1992 Ferrari 360 Spider red",1:18,77.90,169.34,27,167.65,2005-01-20,2005-02-01,2005-01-25,Shipped,76
10370,6,"Trucks and Buses",S18_4600,"1940s Ford truck",1:18,84.76,121.08,29,105.34,2005-01-20,2005-02-01,2005-01-25,Shipped,76
10370,2,"Vintage Cars",S18_4668,"1939 Cadillac Limousine",1:18,23.14,50.31,20,41.76,2005-01-20,2005-02-01,2005-01-25,Shipped,76
10370,3,"Trucks and Buses",S32_3522,"1996 Peterbilt 379 Stake Bed with Outrigger",1:32,33.61,64.64,25,63.99,2005-01-20,2005-02-01,2005-01-25,Shipped,76
10371,6,"Classic Cars",S12_1108,"2001 Ferrari Enzo",1:12,95.59,207.80,32,178.71,2005-01-23,2005-02-03,2005-01-25,Shipped,78
10371,4,"Trucks and Buses",S12_4473,"1957 Chevy Pickup",1:12,55.70,118.50,49,104.28,2005-01-23,2005-02-03,2005-01-25,Shipped,78
10371,7,"Classic Cars",S18_2238,"1998 Chrysler Plymouth Prowler",1:18,101.51,163.73,25,160.46,2005-01-23,2005-02-03,2005-01-25,Shipped,78
10371,12,"Classic Cars",S24_1444,"1970 Dodge Coronet",1:24,32.37,57.80,25,53.75,2005-01-23,2005-02-03,2005-01-25,Shipped,78
10371,5,"Trucks and Buses",S24_2300,"1962 Volkswagen Microbus",1:24,61.34,127.79,20,126.51,2005-01-23,2005-02-03,2005-01-25,Shipped,78
10371,8,"Classic Cars",S24_2840,"1958 Chevy Corvette Limited Edition",1:24,15.91,35.36,45,35.01,2005-01-23,2005-02-03,2005-01-25,Shipped,78
10371,9,"Classic Cars",S24_4048,"1992 Porsche Cayenne Turbo Silver",1:24,69.78,118.28,28,95.81,2005-01-23,2005-02-03,2005-01-25,Shipped,78
10371,1,"Trucks and Buses",S32_1268,"1980’s GM Manhattan Express",1:32,53.93,96.31,26,82.83,2005-01-23,2005-02-03,2005-01-25,Shipped,78
10371,2,"Trucks and Buses",S32_2509,"1954 Greyhound Scenicruiser",1:32,25.98,54.11,20,44.37,2005-01-23,2005-02-03,2005-01-25,Shipped,78
10371,11,Trains,S32_3207,"1950's Chicago Surface Lines Streetcar",1:32,26.72,62.14,30,53.44,2005-01-23,2005-02-03,2005-01-25,Shipped,78
10371,10,"Trucks and Buses",S50_1392,"Diamond T620 Semi-Skirted Tanker",1:50,68.29,115.75,48,97.23,2005-01-23,2005-02-03,2005-01-25,Shipped,78
10371,3,"Classic Cars",S700_2824,"1982 Camaro Z28",1:18,46.53,101.15,34,83.95,2005-01-23,2005-02-03,2005-01-25,Shipped,78
10372,4,"Classic Cars",S12_3148,"1969 Corvair Monza",1:18,89.14,151.08,40,146.55,2005-01-26,2005-02-05,2005-01-28,Shipped,77
10372,1,"Classic Cars",S12_3891,"1969 Ford Falcon",1:12,83.05,173.02,34,140.15,2005-01-26,2005-02-05,2005-01-28,Shipped,77
10372,3,"Vintage Cars",S18_3140,"1903 Ford Model A",1:18,68.30,136.59,28,131.13,2005-01-26,2005-02-05,2005-01-28,Shipped,77
10372,5,Trains,S18_3259,"Collectable Wooden Train",1:18,67.56,100.84,25,91.76,2005-01-26,2005-02-05,2005-01-28,Shipped,77
10372,6,"Classic Cars",S18_4027,"1970 Triumph Spitfire",1:18,91.92,143.62,48,119.20,2005-01-26,2005-02-05,2005-01-28,Shipped,77
10372,7,"Vintage Cars",S18_4522,"1904 Buick Runabout",1:18,52.66,87.77,41,78.99,2005-01-26,2005-02-05,2005-01-28,Shipped,77
10372,8,Ships,S24_2011,"18th century schooner",1:24,82.34,122.89,37,102.00,2005-01-26,2005-02-05,2005-01-28,Shipped,77
10372,9,Trains,S50_1514,"1962 City of Detroit Streetcar",1:50,37.49,58.58,24,56.82,2005-01-26,2005-02-05,2005-01-28,Shipped,77
10372,2,Ships,S700_1938,"The Mayflower",1:700,43.30,86.61,44,74.48,2005-01-26,2005-02-05,2005-01-28,Shipped,77
10373,3,"Classic Cars",S10_4757,"1972 Alfa Romeo GTA",1:10,85.68,136.00,39,118.32,2005-01-31,2005-02-08,2005-02-06,Shipped,2
10373,4,Planes,S18_1662,"1980s Black Hawk Helicopter",1:18,77.27,157.69,28,143.50,2005-01-31,2005-02-08,2005-02-06,Shipped,2
10373,5,Ships,S18_3029,"1999 Yamaha Speed Boat",1:18,51.61,86.02,22,75.70,2005-01-31,2005-02-08,2005-02-06,Shipped,2
10373,6,"Vintage Cars",S18_3856,"1941 Chevrolet Special Deluxe Cabriolet",1:18,64.58,105.87,50,99.52,2005-01-31,2005-02-08,2005-02-06,Shipped,2
10373,7,Planes,S24_2841,"1900s Vintage Bi-Plane",1:24,34.25,68.51,38,58.92,2005-01-31,2005-02-08,2005-02-06,Shipped,2
10373,12,"Vintage Cars",S24_3151,"1912 Ford Model T Delivery Wagon",1:24,46.91,88.51,33,82.31,2005-01-31,2005-02-08,2005-02-06,Shipped,2
10373,11,"Vintage Cars",S24_3420,"1937 Horch 930V Limousine",1:24,26.30,65.75,46,53.92,2005-01-31,2005-02-08,2005-02-06,Shipped,2
10373,10,"Vintage Cars",S24_3816,"1940 Ford Delivery Sedan",1:24,48.64,83.86,23,83.86,2005-01-31,2005-02-08,2005-02-06,Shipped,2
10373,13,Planes,S24_3949,"Corsair F4U ( Bird Cage)",1:24,29.34,68.24,39,62.10,2005-01-31,2005-02-08,2005-02-06,Shipped,2
10373,14,Ships,S700_1138,"The Schooner Bluenose",1:700,34.00,66.67,44,58.00,2005-01-31,2005-02-08,2005-02-06,Shipped,2
10373,15,Ships,S700_2047,"HMS Bounty",1:700,39.83,90.52,32,76.94,2005-01-31,2005-02-08,2005-02-06,Shipped,2
10373,16,Ships,S700_2610,"The USS Constitution Ship",1:700,33.97,72.28,41,69.39,2005-01-31,2005-02-08,2005-02-06,Shipped,2
10373,2,Ships,S700_3505,"The Titanic",1:700,51.09,100.17,34,94.16,2005-01-31,2005-02-08,2005-02-06,Shipped,2
10373,8,Ships,S700_3962,"The Queen Mary",1:700,53.63,99.31,37,83.42,2005-01-31,2005-02-08,2005-02-06,Shipped,2
10373,17,Planes,S700_4002,"American Airlines: MD-11S",1:700,36.27,74.03,45,68.11,2005-01-31,2005-02-08,2005-02-06,Shipped,2
10373,9,Planes,S72_1253,"Boeing X-32A JSF",1:72,32.77,49.66,25,44.20,2005-01-31,2005-02-08,2005-02-06,Shipped,2
10373,1,Ships,S72_3212,"Pont Yacht",1:72,33.30,54.60,29,48.05,2005-01-31,2005-02-08,2005-02-06,Shipped,2
10374,5,Motorcycles,S10_2016,"1996 Moto Guzzi 1100i",1:10,68.99,118.94,39,115.37,2005-02-02,2005-02-09,2005-02-03,Shipped,6
10374,1,Motorcycles,S10_4698,"2003 Harley-Davidson Eagle Drag Bike",1:10,91.02,193.66,22,158.80,2005-02-02,2005-02-09,2005-02-03,Shipped,6
10374,2,Planes,S18_2581,"P-51-D Mustang",1:72,49.00,84.48,42,75.19,2005-02-02,2005-02-09,2005-02-03,Shipped,6
10374,4,Motorcycles,S18_2625,"1936 Harley Davidson El Knucklehead",1:18,24.23,60.57,22,48.46,2005-02-02,2005-02-09,2005-02-03,Shipped,6
10374,6,Motorcycles,S24_1578,"1997 BMW R 1100 S",1:24,60.86,112.70,38,112.70,2005-02-02,2005-02-09,2005-02-03,Shipped,6
10374,3,Planes,S24_1785,"1928 British Royal Navy Airplane",1:24,66.74,109.42,46,107.23,2005-02-02,2005-02-09,2005-02-03,Shipped,6
10375,12,Motorcycles,S10_1678,"1969 Harley Davidson Ultimate Chopper",1:10,48.81,95.70,21,76.56,2005-02-03,2005-02-10,2005-02-06,Shipped,4
10375,7,"Classic Cars",S12_1099,"1968 Ford Mustang",1:12,95.34,194.57,45,184.84,2005-02-03,2005-02-10,2005-02-06,Shipped,4
10375,13,Motorcycles,S12_2823,"2002 Suzuki XREO",1:12,66.27,150.62,49,150.62,2005-02-03,2005-02-10,2005-02-06,Shipped,4
10375,9,Motorcycles,S24_2000,"1960 BSA Gold Star DBD34",1:24,37.32,76.17,23,67.03,2005-02-03,2005-02-10,2005-02-06,Shipped,4
10375,14,Motorcycles,S24_2360,"1982 Ducati 900 Monster",1:24,47.10,69.26,20,60.26,2005-02-03,2005-02-10,2005-02-06,Shipped,4
10375,2,Planes,S24_4278,"1900s Vintage Tri-Plane",1:24,36.23,72.45,43,60.13,2005-02-03,2005-02-10,2005-02-06,Shipped,4
10375,3,Motorcycles,S32_1374,"1997 BMW F650 ST",1:32,66.92,99.89,37,87.90,2005-02-03,2005-02-10,2005-02-06,Shipped,4
10375,4,"Vintage Cars",S32_4289,"1928 Ford Phaeton Deluxe",1:32,33.02,68.79,44,59.85,2005-02-03,2005-02-10,2005-02-06,Shipped,4
10375,15,Motorcycles,S32_4485,"1974 Ducati 350 Mk3 Desmo",1:32,56.13,102.05,41,96.95,2005-02-03,2005-02-10,2005-02-06,Shipped,4
10375,5,"Vintage Cars",S50_1341,"1930 Buick Marquette Phaeton",1:50,27.06,43.64,49,36.22,2005-02-03,2005-02-10,2005-02-06,Shipped,4
10375,8,Motorcycles,S50_4713,"2002 Yamaha YZR M1",1:50,34.17,81.36,49,69.16,2005-02-03,2005-02-10,2005-02-06,Shipped,4
10375,6,Planes,S700_1691,"American Airlines: B767-300",1:700,51.15,91.34,37,86.77,2005-02-03,2005-02-10,2005-02-06,Shipped,4
10375,1,Planes,S700_2466,"America West Airlines B757-200",1:700,68.80,99.72,33,94.73,2005-02-03,2005-02-10,2005-02-06,Shipped,4
10375,10,Planes,S700_2834,"ATA: B757-300",1:700,59.33,118.65,25,98.48,2005-02-03,2005-02-10,2005-02-06,Shipped,4
10375,11,Planes,S700_3167,"F/A 18 Hornet 1/72",1:72,54.40,80.00,44,69.60,2005-02-03,2005-02-10,2005-02-06,Shipped,4
10376,1,"Classic Cars",S12_3380,"1968 Dodge Charger",1:12,75.16,117.44,35,98.65,2005-02-08,2005-02-18,2005-02-13,Shipped,5
10377,5,"Classic Cars",S12_3990,"1970 Plymouth Hemi Cuda",1:12,31.92,79.80,24,65.44,2005-02-09,2005-02-21,2005-02-12,Shipped,9
10377,1,"Classic Cars",S12_4675,"1969 Dodge Charger",1:12,58.73,115.16,50,112.86,2005-02-09,2005-02-21,2005-02-12,Shipped,9
10377,2,"Classic Cars",S18_1129,"1993 Mazda RX-7",1:18,83.51,141.54,35,124.56,2005-02-09,2005-02-21,2005-02-12,Shipped,9
10377,4,"Classic Cars",S18_1889,"1948 Porsche 356-A Roadster",1:18,53.90,77.00,31,61.60,2005-02-09,2005-02-21,2005-02-12,Shipped,9
10377,6,"Classic Cars",S18_1984,"1995 Honda Civic",1:18,93.89,142.25,36,125.18,2005-02-09,2005-02-21,2005-02-12,Shipped,9
10377,3,"Classic Cars",S18_3232,"1992 Ferrari 360 Spider red",1:18,77.90,169.34,39,143.94,2005-02-09,2005-02-21,2005-02-12,Shipped,9
10378,5,"Classic Cars",S18_1589,"1965 Aston Martin DB5",1:18,65.96,124.44,34,121.95,2005-02-10,2005-02-18,2005-02-11,Shipped,7
10378,4,"Classic Cars",S18_3278,"1969 Dodge Super Bee",1:18,49.05,80.41,22,66.74,2005-02-10,2005-02-18,2005-02-11,Shipped,7
10378,10,"Classic Cars",S18_3482,"1976 Ford Gran Torino",1:18,73.49,146.99,43,146.99,2005-02-10,2005-02-18,2005-02-11,Shipped,7
10378,9,Motorcycles,S18_3782,"1957 Vespa GS150",1:18,32.95,62.17,28,60.30,2005-02-10,2005-02-18,2005-02-11,Shipped,7
10378,8,"Classic Cars",S18_4721,"1957 Corvette Convertible",1:18,69.93,148.80,49,122.02,2005-02-10,2005-02-18,2005-02-11,Shipped,7
10378,7,"Classic Cars",S24_2972,"1982 Lamborghini Diablo",1:24,16.24,37.76,41,30.59,2005-02-10,2005-02-18,2005-02-11,Shipped,7
10378,6,"Classic Cars",S24_3371,"1971 Alpine Renault 1600s",1:24,38.58,61.23,46,52.66,2005-02-10,2005-02-18,2005-02-11,Shipped,7
